1	144
2	136
3	135
4	139
5	131
6	126
7	133
8	134
9	109
10	139
11	139
12	144
13	145
14	143
15	138
16	133
17	145
18	150
19	134
20	141
21	137
22	115
23	122
24	136
25	131
26	135
27	147
28	124
29	125
30	122
31	136
32	114
33	140
34	155
35	127
36	136
37	141
38	134
39	145
40	142
41	125
42	133
43	146
44	137
45	141
